Key_poliflw,Alt_map,Type,CBS CODE,CBS NAAM,CBS PROVINCIE CODE,CBS PROVINCIE NAAM
Website Provincie Noord-Holland,Noord-Holland,regio,PV27,Noord-Holland,PV27,Noord-Holland
Overijssel,Overijssel,regio,PV23,Overijssel,PV23,Overijssel
Het Hogeland,Groningen,regio,PV20,Groningen,PV20,Groningen
Provincie Groningen,Groningen,regio,PV20,Groningen,PV20,Groningen
Provincie Overijssel,Overijssel,regio,PV23,Overijssel,PV23,Overijssel
"Utrechtse Heuvelrug, Bunnik en Wijk bij Duurstede",Utrecht,regio,PV26,Utrecht,PV26,Utrecht
Provincie Friesland,Friesland,regio,PV21,Friesland,PV21,Friesland
Website regio Gelderland,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
West Betuwe,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
Friesland (Gewest / Provincie),Friesland,regio,PV21,Friesland,PV21,Friesland
Hilversum en Wijdemeren,Noord-Holland,regio,PV27,Noord-Holland,PV27,Noord-Holland
Bommelerwaard,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
Website regio Groningen,Groningen,regio,PV20,Groningen,PV20,Groningen
Website regio Overijssel,Overijssel,regio,PV23,Overijssel,PV23,Overijssel
Zaanstad/Wormerland,Noord-Holland,regio,PV27,Noord-Holland,PV27,Noord-Holland
West-Friesland,Noord-Holland,regio,PV27,Noord-Holland,PV27,Noord-Holland
Drechtsteden,Zuid-Holland,regio,PV28,Zuid-Holland,PV28,Zuid-Holland
Provincie Utrecht,Utrecht,regio,PV26,Utrecht,PV26,Utrecht
Website regio Utrecht,Utrecht,regio,PV26,Utrecht,PV26,Utrecht
Website regio Limburg,Limburg,regio,PV31,Limburg,PV31,Limburg
Vijfheerenlanden,Utrecht,regio,PV26,Utrecht,PV26,Utrecht
"Hoogheemraadschap Amstel, Gooi en Vecht",Noord-Holland,regio,PV27,Noord-Holland,PV27,Noord-Holland
Westfriesland,Noord-Holland,regio,PV27,Noord-Holland,PV27,Noord-Holland
Regio Zuid,Limburg,regio,PV31,Limburg,PV31,Limburg
De Kempen,Noord-Brabant,regio,PV30,Noord-Brabant,PV30,Noord-Brabant
Waterschap Hollandse Delta,Zuid-Holland,regio,PV28,Zuid-Holland,PV28,Zuid-Holland
Meierij en Maashorst,Noord-Brabant,regio,PV30,Noord-Brabant,PV30,Noord-Brabant
West-Betuwe,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
Lokaal Netwerk Groningen - Haren,Groningen,regio,PV20,Groningen,PV20,Groningen
Noord-Limburg,Limburg,regio,PV31,Limburg,PV31,Limburg
Noordoost Veluwe,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
Oost-Brabant,Noord-Brabant,regio,PV30,Noord-Brabant,PV30,Noord-Brabant
Westerkwartier,Groningen,regio,PV20,Groningen,PV20,Groningen
Noordoost-Twente,Overijssel,regio,PV23,Overijssel,PV23,Overijssel
Achterhoek,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
Buren Tiel,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
Brabant,Noord-Brabant,regio,PV30,Noord-Brabant,PV30,Noord-Brabant
Twente West,Overijssel,regio,PV23,Overijssel,PV23,Overijssel
"VVD Centraal Limburg, afdeling ROERMOND",Limburg,regio,PV31,Limburg,PV31,Limburg
Noord Oost Friesland,Friesland,regio,PV21,Friesland,PV21,Friesland
VVD Achterhoek,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
Eemsdelta,Groningen,regio,PV20,Groningen,PV20,Groningen
Veenkoloniën,Groningen,regio,PV20,Groningen,PV20,Groningen
Gulick en Overmaas,Limburg,regio,PV31,Limburg,PV31,Limburg
Noord-oost Brabant,Noord-Brabant,regio,PV30,Noord-Brabant,PV30,Noord-Brabant
Bollenstreek,Zuid-Holland,regio,PV28,Zuid-Holland,PV28,Zuid-Holland
Noordwest Veluwe,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
Dongemond,Noord-Brabant,regio,PV30,Noord-Brabant,PV30,Noord-Brabant
Westelijke Mijnstreek,Limburg,regio,PV31,Limburg,PV31,Limburg
Hoogheemraadschap Hollands Noorderkwartier,Noord-Holland,regio,PV27,Noord-Holland,PV27,Noord-Holland
Waterschap Noorderzijlvest,Groningen,regio,PV20,Groningen,PV20,Groningen
Altena,Noord-Brabant,regio,PV30,Noord-Brabant,PV30,Noord-Brabant
Overijssel (Gewest / Provincie),Overijssel,regio,PV23,Overijssel,PV23,Overijssel
VVD Hoeksche Waard,Zuid-Holland,regio,PV28,Zuid-Holland,PV28,Zuid-Holland
Gelderland (Gewest / Provincie),Gelderland,regio,PV25,Gelderland,PV25,Gelderland
Vechtdal,Overijssel,regio,PV23,Overijssel,PV23,Overijssel
De Liemers,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
West-Brabant,Noord-Brabant,regio,PV30,Noord-Brabant,PV30,Noord-Brabant
Noord-Holland (Gewest / Provincie),Noord-Holland,regio,PV27,Noord-Holland,PV27,Noord-Holland
Noord-Groningen,Groningen,regio,PV20,Groningen,PV20,Groningen
Dommelvallei,Noord-Brabant,regio,PV30,Noord-Brabant,PV30,Noord-Brabant
Hoogheemraadschap van Delfland,Zuid-Holland,regio,PV28,Zuid-Holland,PV28,Zuid-Holland
Zuid-Holland (Gewest / Provincie),Zuid-Holland,regio,PV28,Zuid-Holland,PV28,Zuid-Holland
DAL,Groningen,regio,PV20,Groningen,PV20,Groningen
Limburg (Gewest / Provincie),Limburg,regio,PV31,Limburg,PV31,Limburg
Voorne-Putten,Zuid-Holland,regio,PV28,Zuid-Holland,PV28,Zuid-Holland
Zuidwesthoek,Friesland,regio,PV21,Friesland,PV21,Friesland
Parkstad,Limburg,regio,PV31,Limburg,PV31,Limburg
Maashorst,Noord-Brabant,regio,PV30,Noord-Brabant,PV30,Noord-Brabant
Noardeast-Fryslân,Friesland,regio,PV21,Friesland,PV21,Friesland
Rivierenland,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
VVD Haarlem-Zandvoort,Noord-Holland,regio,PV27,Noord-Holland,PV27,Noord-Holland
VVD Vijfheerenlanden,Utrecht,regio,PV26,Utrecht,PV26,Utrecht
Oost Achterhoek,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
VVD Maas en Geul,Limburg,regio,PV31,Limburg,PV31,Limburg
Twente-West,Overijssel,regio,PV23,Overijssel,PV23,Overijssel
Afdelingen in Zuid-Holland,Zuid-Holland,regio,PV28,Zuid-Holland,PV28,Zuid-Holland
Limburg,Limburg,regio,PV31,Limburg,PV31,Limburg
Zaanstreek,Noord-Holland,regio,PV27,Noord-Holland,PV27,Noord-Holland
Zuid-Holland,Zuid-Holland,regio,PV28,Zuid-Holland,PV28,Zuid-Holland
Provincie Gelderland,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
Gelderland,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
Provincie Limburg,Limburg,regio,PV31,Limburg,PV31,Limburg
Provincie Noord-Holland,Noord-Holland,regio,PV27,Noord-Holland,PV27,Noord-Holland
West-Friesland Oost,Noord-Holland,regio,PV27,Noord-Holland,PV27,Noord-Holland
Website regio Zuid-Holland,Zuid-Holland,regio,PV28,Zuid-Holland,PV28,Zuid-Holland
Provincie Noord-Brabant,Noord-Brabant,regio,PV30,Noord-Brabant,PV30,Noord-Brabant
Turfsingel 83,Groningen,regio,PV20,Groningen,PV20,Groningen
Fryslân,Friesland,regio,PV21,Friesland,PV21,Friesland
Noord-Brabant,Noord-Brabant,regio,PV30,Noord-Brabant,PV30,Noord-Brabant
Website Provincie Noord-Holland,Noord-Holland,regio,PV27,Noord-Holland,PV27,Noord-Holland
Overijssel,Overijssel,regio,PV23,Overijssel,PV23,Overijssel
Het Hogeland,Groningen,regio,PV20,Groningen,PV20,Groningen
Provincie Groningen,Groningen,regio,PV20,Groningen,PV20,Groningen
Provincie Overijssel,Overijssel,regio,PV23,Overijssel,PV23,Overijssel
"Utrechtse Heuvelrug, Bunnik en Wijk bij Duurstede",Utrecht,regio,PV26,Utrecht,PV26,Utrecht
Provincie Friesland,Friesland,regio,PV21,Friesland,PV21,Friesland
Website regio Gelderland,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
West Betuwe,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
Friesland (Gewest / Provincie),Friesland,regio,PV21,Friesland,PV21,Friesland
Hilversum en Wijdemeren,Noord-Holland,regio,PV27,Noord-Holland,PV27,Noord-Holland
Bommelerwaard,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
Website regio Groningen,Groningen,regio,PV20,Groningen,PV20,Groningen
Website regio Overijssel,Overijssel,regio,PV23,Overijssel,PV23,Overijssel
Zaanstad/Wormerland,Noord-Holland,regio,PV27,Noord-Holland,PV27,Noord-Holland
West-Friesland,Noord-Holland,regio,PV27,Noord-Holland,PV27,Noord-Holland
Drechtsteden,Zuid-Holland,regio,PV28,Zuid-Holland,PV28,Zuid-Holland
Provincie Utrecht,Utrecht,regio,PV26,Utrecht,PV26,Utrecht
Website regio Utrecht,Utrecht,regio,PV26,Utrecht,PV26,Utrecht
Website regio Limburg,Limburg,regio,PV31,Limburg,PV31,Limburg
Vijfheerenlanden,Utrecht,regio,PV26,Utrecht,PV26,Utrecht
"Hoogheemraadschap Amstel, Gooi en Vecht",Noord-Holland,regio,PV27,Noord-Holland,PV27,Noord-Holland
Westfriesland,Noord-Holland,regio,PV27,Noord-Holland,PV27,Noord-Holland
Regio Zuid,Limburg,regio,PV31,Limburg,PV31,Limburg
De Kempen,Noord-Brabant,regio,PV30,Noord-Brabant,PV30,Noord-Brabant
Waterschap Hollandse Delta,Zuid-Holland,regio,PV28,Zuid-Holland,PV28,Zuid-Holland
Meierij en Maashorst,Noord-Brabant,regio,PV30,Noord-Brabant,PV30,Noord-Brabant
West-Betuwe,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
Lokaal Netwerk Groningen - Haren,Groningen,regio,PV20,Groningen,PV20,Groningen
Noord-Limburg,Limburg,regio,PV31,Limburg,PV31,Limburg
Noordoost Veluwe,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
Oost-Brabant,Noord-Brabant,regio,PV30,Noord-Brabant,PV30,Noord-Brabant
Westerkwartier,Groningen,regio,PV20,Groningen,PV20,Groningen
Noordoost-Twente,Overijssel,regio,PV23,Overijssel,PV23,Overijssel
Achterhoek,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
Buren Tiel,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
Brabant,Noord-Brabant,regio,PV30,Noord-Brabant,PV30,Noord-Brabant
Twente West,Overijssel,regio,PV23,Overijssel,PV23,Overijssel
"VVD Centraal Limburg, afdeling ROERMOND",Limburg,regio,PV31,Limburg,PV31,Limburg
Noord Oost Friesland,Friesland,regio,PV21,Friesland,PV21,Friesland
VVD Achterhoek,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
Eemsdelta,Groningen,regio,PV20,Groningen,PV20,Groningen
Veenkoloniën,Groningen,regio,PV20,Groningen,PV20,Groningen
Gulick en Overmaas,Limburg,regio,PV31,Limburg,PV31,Limburg
Noord-oost Brabant,Noord-Brabant,regio,PV30,Noord-Brabant,PV30,Noord-Brabant
Bollenstreek,Zuid-Holland,regio,PV28,Zuid-Holland,PV28,Zuid-Holland
Noordwest Veluwe,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
Dongemond,Noord-Brabant,regio,PV30,Noord-Brabant,PV30,Noord-Brabant
Westelijke Mijnstreek,Limburg,regio,PV31,Limburg,PV31,Limburg
Hoogheemraadschap Hollands Noorderkwartier,Noord-Holland,regio,PV27,Noord-Holland,PV27,Noord-Holland
Waterschap Noorderzijlvest,Groningen,regio,PV20,Groningen,PV20,Groningen
Altena,Noord-Brabant,regio,PV30,Noord-Brabant,PV30,Noord-Brabant
Overijssel (Gewest / Provincie),Overijssel,regio,PV23,Overijssel,PV23,Overijssel
VVD Hoeksche Waard,Zuid-Holland,regio,PV28,Zuid-Holland,PV28,Zuid-Holland
Gelderland (Gewest / Provincie),Gelderland,regio,PV25,Gelderland,PV25,Gelderland
Vechtdal,Overijssel,regio,PV23,Overijssel,PV23,Overijssel
De Liemers,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
West-Brabant,Noord-Brabant,regio,PV30,Noord-Brabant,PV30,Noord-Brabant
Noord-Holland (Gewest / Provincie),Noord-Holland,regio,PV27,Noord-Holland,PV27,Noord-Holland
Noord-Groningen,Groningen,regio,PV20,Groningen,PV20,Groningen
Dommelvallei,Noord-Brabant,regio,PV30,Noord-Brabant,PV30,Noord-Brabant
Hoogheemraadschap van Delfland,Zuid-Holland,regio,PV28,Zuid-Holland,PV28,Zuid-Holland
Zuid-Holland (Gewest / Provincie),Zuid-Holland,regio,PV28,Zuid-Holland,PV28,Zuid-Holland
DAL,Groningen,regio,PV20,Groningen,PV20,Groningen
Limburg (Gewest / Provincie),Limburg,regio,PV31,Limburg,PV31,Limburg
Voorne-Putten,Zuid-Holland,regio,PV28,Zuid-Holland,PV28,Zuid-Holland
Zuidwesthoek,Friesland,regio,PV21,Friesland,PV21,Friesland
Parkstad,Limburg,regio,PV31,Limburg,PV31,Limburg
Maashorst,Noord-Brabant,regio,PV30,Noord-Brabant,PV30,Noord-Brabant
Noardeast-Fryslân,Friesland,regio,PV21,Friesland,PV21,Friesland
Rivierenland,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
VVD Haarlem-Zandvoort,Noord-Holland,regio,PV27,Noord-Holland,PV27,Noord-Holland
VVD Vijfheerenlanden,Utrecht,regio,PV26,Utrecht,PV26,Utrecht
Oost Achterhoek,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
VVD Maas en Geul,Limburg,regio,PV31,Limburg,PV31,Limburg
Twente-West,Overijssel,regio,PV23,Overijssel,PV23,Overijssel
Afdelingen in Zuid-Holland,Zuid-Holland,regio,PV28,Zuid-Holland,PV28,Zuid-Holland
Limburg,Limburg,regio,PV31,Limburg,PV31,Limburg
Zaanstreek,Noord-Holland,regio,PV27,Noord-Holland,PV27,Noord-Holland
Zuid-Holland,Zuid-Holland,regio,PV28,Zuid-Holland,PV28,Zuid-Holland
Provincie Gelderland,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
Gelderland,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
Provincie Limburg,Limburg,regio,PV31,Limburg,PV31,Limburg
Provincie Noord-Holland,Noord-Holland,regio,PV27,Noord-Holland,PV27,Noord-Holland
West-Friesland Oost,Noord-Holland,regio,PV27,Noord-Holland,PV27,Noord-Holland
Website regio Zuid-Holland,Zuid-Holland,regio,PV28,Zuid-Holland,PV28,Zuid-Holland
Provincie Noord-Brabant,Noord-Brabant,regio,PV30,Noord-Brabant,PV30,Noord-Brabant
Turfsingel 83,Groningen,regio,PV20,Groningen,PV20,Groningen
Fryslân,Friesland,regio,PV21,Friesland,PV21,Friesland
Noord-Brabant,Noord-Brabant,regio,PV30,Noord-Brabant,PV30,Noord-Brabant
Website Provincie Noord-Holland,Noord-Holland,regio,PV27,Noord-Holland,PV27,Noord-Holland
Overijssel,Overijssel,regio,PV23,Overijssel,PV23,Overijssel
Het Hogeland,Groningen,regio,PV20,Groningen,PV20,Groningen
Provincie Groningen,Groningen,regio,PV20,Groningen,PV20,Groningen
Provincie Overijssel,Overijssel,regio,PV23,Overijssel,PV23,Overijssel
"Utrechtse Heuvelrug, Bunnik en Wijk bij Duurstede",Utrecht,regio,PV26,Utrecht,PV26,Utrecht
Provincie Friesland,Friesland,regio,PV21,Friesland,PV21,Friesland
Website regio Gelderland,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
West Betuwe,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
Friesland (Gewest / Provincie),Friesland,regio,PV21,Friesland,PV21,Friesland
Hilversum en Wijdemeren,Noord-Holland,regio,PV27,Noord-Holland,PV27,Noord-Holland
Bommelerwaard,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
Website regio Groningen,Groningen,regio,PV20,Groningen,PV20,Groningen
Website regio Overijssel,Overijssel,regio,PV23,Overijssel,PV23,Overijssel
Zaanstad/Wormerland,Noord-Holland,regio,PV27,Noord-Holland,PV27,Noord-Holland
West-Friesland,Noord-Holland,regio,PV27,Noord-Holland,PV27,Noord-Holland
Drechtsteden,Zuid-Holland,regio,PV28,Zuid-Holland,PV28,Zuid-Holland
Provincie Utrecht,Utrecht,regio,PV26,Utrecht,PV26,Utrecht
Website regio Utrecht,Utrecht,regio,PV26,Utrecht,PV26,Utrecht
Website regio Limburg,Limburg,regio,PV31,Limburg,PV31,Limburg
Vijfheerenlanden,Utrecht,regio,PV26,Utrecht,PV26,Utrecht
"Hoogheemraadschap Amstel, Gooi en Vecht",Noord-Holland,regio,PV27,Noord-Holland,PV27,Noord-Holland
Westfriesland,Noord-Holland,regio,PV27,Noord-Holland,PV27,Noord-Holland
Regio Zuid,Limburg,regio,PV31,Limburg,PV31,Limburg
De Kempen,Noord-Brabant,regio,PV30,Noord-Brabant,PV30,Noord-Brabant
Waterschap Hollandse Delta,Zuid-Holland,regio,PV28,Zuid-Holland,PV28,Zuid-Holland
Meierij en Maashorst,Noord-Brabant,regio,PV30,Noord-Brabant,PV30,Noord-Brabant
West-Betuwe,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
Lokaal Netwerk Groningen - Haren,Groningen,regio,PV20,Groningen,PV20,Groningen
Noord-Limburg,Limburg,regio,PV31,Limburg,PV31,Limburg
Noordoost Veluwe,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
Oost-Brabant,Noord-Brabant,regio,PV30,Noord-Brabant,PV30,Noord-Brabant
Westerkwartier,Groningen,regio,PV20,Groningen,PV20,Groningen
Noordoost-Twente,Overijssel,regio,PV23,Overijssel,PV23,Overijssel
Achterhoek,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
Buren Tiel,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
Brabant,Noord-Brabant,regio,PV30,Noord-Brabant,PV30,Noord-Brabant
Twente West,Overijssel,regio,PV23,Overijssel,PV23,Overijssel
"VVD Centraal Limburg, afdeling ROERMOND",Limburg,regio,PV31,Limburg,PV31,Limburg
Noord Oost Friesland,Friesland,regio,PV21,Friesland,PV21,Friesland
VVD Achterhoek,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
Eemsdelta,Groningen,regio,PV20,Groningen,PV20,Groningen
Veenkoloniën,Groningen,regio,PV20,Groningen,PV20,Groningen
Gulick en Overmaas,Limburg,regio,PV31,Limburg,PV31,Limburg
Noord-oost Brabant,Noord-Brabant,regio,PV30,Noord-Brabant,PV30,Noord-Brabant
Bollenstreek,Zuid-Holland,regio,PV28,Zuid-Holland,PV28,Zuid-Holland
Noordwest Veluwe,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
Dongemond,Noord-Brabant,regio,PV30,Noord-Brabant,PV30,Noord-Brabant
Westelijke Mijnstreek,Limburg,regio,PV31,Limburg,PV31,Limburg
Hoogheemraadschap Hollands Noorderkwartier,Noord-Holland,regio,PV27,Noord-Holland,PV27,Noord-Holland
Waterschap Noorderzijlvest,Groningen,regio,PV20,Groningen,PV20,Groningen
Altena,Noord-Brabant,regio,PV30,Noord-Brabant,PV30,Noord-Brabant
Overijssel (Gewest / Provincie),Overijssel,regio,PV23,Overijssel,PV23,Overijssel
VVD Hoeksche Waard,Zuid-Holland,regio,PV28,Zuid-Holland,PV28,Zuid-Holland
Gelderland (Gewest / Provincie),Gelderland,regio,PV25,Gelderland,PV25,Gelderland
Vechtdal,Overijssel,regio,PV23,Overijssel,PV23,Overijssel
De Liemers,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
West-Brabant,Noord-Brabant,regio,PV30,Noord-Brabant,PV30,Noord-Brabant
Noord-Holland (Gewest / Provincie),Noord-Holland,regio,PV27,Noord-Holland,PV27,Noord-Holland
Noord-Groningen,Groningen,regio,PV20,Groningen,PV20,Groningen
Dommelvallei,Noord-Brabant,regio,PV30,Noord-Brabant,PV30,Noord-Brabant
Hoogheemraadschap van Delfland,Zuid-Holland,regio,PV28,Zuid-Holland,PV28,Zuid-Holland
Zuid-Holland (Gewest / Provincie),Zuid-Holland,regio,PV28,Zuid-Holland,PV28,Zuid-Holland
DAL,Groningen,regio,PV20,Groningen,PV20,Groningen
Limburg (Gewest / Provincie),Limburg,regio,PV31,Limburg,PV31,Limburg
Voorne-Putten,Zuid-Holland,regio,PV28,Zuid-Holland,PV28,Zuid-Holland
Zuidwesthoek,Friesland,regio,PV21,Friesland,PV21,Friesland
Parkstad,Limburg,regio,PV31,Limburg,PV31,Limburg
Maashorst,Noord-Brabant,regio,PV30,Noord-Brabant,PV30,Noord-Brabant
Noardeast-Fryslân,Friesland,regio,PV21,Friesland,PV21,Friesland
Rivierenland,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
VVD Haarlem-Zandvoort,Noord-Holland,regio,PV27,Noord-Holland,PV27,Noord-Holland
VVD Vijfheerenlanden,Utrecht,regio,PV26,Utrecht,PV26,Utrecht
Oost Achterhoek,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
VVD Maas en Geul,Limburg,regio,PV31,Limburg,PV31,Limburg
Twente-West,Overijssel,regio,PV23,Overijssel,PV23,Overijssel
Afdelingen in Zuid-Holland,Zuid-Holland,regio,PV28,Zuid-Holland,PV28,Zuid-Holland
Limburg,Limburg,regio,PV31,Limburg,PV31,Limburg
Zaanstreek,Noord-Holland,regio,PV27,Noord-Holland,PV27,Noord-Holland
Zuid-Holland,Zuid-Holland,regio,PV28,Zuid-Holland,PV28,Zuid-Holland
Provincie Gelderland,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
Gelderland,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
Provincie Limburg,Limburg,regio,PV31,Limburg,PV31,Limburg
Provincie Noord-Holland,Noord-Holland,regio,PV27,Noord-Holland,PV27,Noord-Holland
West-Friesland Oost,Noord-Holland,regio,PV27,Noord-Holland,PV27,Noord-Holland
Website regio Zuid-Holland,Zuid-Holland,regio,PV28,Zuid-Holland,PV28,Zuid-Holland
Provincie Noord-Brabant,Noord-Brabant,regio,PV30,Noord-Brabant,PV30,Noord-Brabant
Turfsingel 83,Groningen,regio,PV20,Groningen,PV20,Groningen
Fryslân,Friesland,regio,PV21,Friesland,PV21,Friesland
Noord-Brabant,Noord-Brabant,regio,PV30,Noord-Brabant,PV30,Noord-Brabant
Website Provincie Noord-Holland,Noord-Holland,regio,PV27,Noord-Holland,PV27,Noord-Holland
Overijssel,Overijssel,regio,PV23,Overijssel,PV23,Overijssel
Het Hogeland,Groningen,regio,PV20,Groningen,PV20,Groningen
Provincie Groningen,Groningen,regio,PV20,Groningen,PV20,Groningen
Provincie Overijssel,Overijssel,regio,PV23,Overijssel,PV23,Overijssel
"Utrechtse Heuvelrug, Bunnik en Wijk bij Duurstede",Utrecht,regio,PV26,Utrecht,PV26,Utrecht
Provincie Friesland,Friesland,regio,PV21,Friesland,PV21,Friesland
Website regio Gelderland,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
West Betuwe,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
Friesland (Gewest / Provincie),Friesland,regio,PV21,Friesland,PV21,Friesland
Hilversum en Wijdemeren,Noord-Holland,regio,PV27,Noord-Holland,PV27,Noord-Holland
Bommelerwaard,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
Website regio Groningen,Groningen,regio,PV20,Groningen,PV20,Groningen
Website regio Overijssel,Overijssel,regio,PV23,Overijssel,PV23,Overijssel
Zaanstad/Wormerland,Noord-Holland,regio,PV27,Noord-Holland,PV27,Noord-Holland
West-Friesland,Noord-Holland,regio,PV27,Noord-Holland,PV27,Noord-Holland
Drechtsteden,Zuid-Holland,regio,PV28,Zuid-Holland,PV28,Zuid-Holland
Provincie Utrecht,Utrecht,regio,PV26,Utrecht,PV26,Utrecht
Website regio Utrecht,Utrecht,regio,PV26,Utrecht,PV26,Utrecht
Website regio Limburg,Limburg,regio,PV31,Limburg,PV31,Limburg
Vijfheerenlanden,Utrecht,regio,PV26,Utrecht,PV26,Utrecht
"Hoogheemraadschap Amstel, Gooi en Vecht",Noord-Holland,regio,PV27,Noord-Holland,PV27,Noord-Holland
Westfriesland,Noord-Holland,regio,PV27,Noord-Holland,PV27,Noord-Holland
Regio Zuid,Limburg,regio,PV31,Limburg,PV31,Limburg
De Kempen,Noord-Brabant,regio,PV30,Noord-Brabant,PV30,Noord-Brabant
Waterschap Hollandse Delta,Zuid-Holland,regio,PV28,Zuid-Holland,PV28,Zuid-Holland
Meierij en Maashorst,Noord-Brabant,regio,PV30,Noord-Brabant,PV30,Noord-Brabant
West-Betuwe,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
Lokaal Netwerk Groningen - Haren,Groningen,regio,PV20,Groningen,PV20,Groningen
Noord-Limburg,Limburg,regio,PV31,Limburg,PV31,Limburg
Noordoost Veluwe,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
Oost-Brabant,Noord-Brabant,regio,PV30,Noord-Brabant,PV30,Noord-Brabant
Westerkwartier,Groningen,regio,PV20,Groningen,PV20,Groningen
Noordoost-Twente,Overijssel,regio,PV23,Overijssel,PV23,Overijssel
Achterhoek,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
Buren Tiel,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
Brabant,Noord-Brabant,regio,PV30,Noord-Brabant,PV30,Noord-Brabant
Twente West,Overijssel,regio,PV23,Overijssel,PV23,Overijssel
"VVD Centraal Limburg, afdeling ROERMOND",Limburg,regio,PV31,Limburg,PV31,Limburg
Noord Oost Friesland,Friesland,regio,PV21,Friesland,PV21,Friesland
VVD Achterhoek,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
Eemsdelta,Groningen,regio,PV20,Groningen,PV20,Groningen
Veenkoloniën,Groningen,regio,PV20,Groningen,PV20,Groningen
Gulick en Overmaas,Limburg,regio,PV31,Limburg,PV31,Limburg
Noord-oost Brabant,Noord-Brabant,regio,PV30,Noord-Brabant,PV30,Noord-Brabant
Bollenstreek,Zuid-Holland,regio,PV28,Zuid-Holland,PV28,Zuid-Holland
Noordwest Veluwe,Gelderland,regio,PV25,Gelderland,PV25,Gelderland
Dongemond,Noord-Brabant,regio,PV30,Noord-Brabant,PV30,Noord-Brabant
Westelijke Mijnstreek,Limburg,regio,PV31,Limburg,PV31,Limburg
Hoogheemraadschap Hollands Noorderkwartier,Noord-Holland,regio,PV27,Noord-Holland,PV27,Noord-Holland
Waterschap Noorderzijlvest,Groningen,regio,PV20,Groningen,PV20,Groningen
Altena,Noord-Brabant,regio,PV30,Noord-Brabant,PV30,Noord-Brabant
Overijssel (Gewest / Provincie),Overijssel,regio,PV23,Overijssel,PV23,Overijssel
